"Object","Close_Approach_CA_Date","CA_Distance_Nominal_km","CA_Distance_Minimum_km","V_relative_km/s","V_infinity_km/s","H_mag","Diameter","Rarity"
"(2023 LO)","2023-Jun-13 15:29 ± < 00:01","1762197","1760890","4.98","4.94","27.5","8.3 m -   18 m","0"
"(2023 LZ)","2023-Jun-14 18:36 ± < 00:01","317022","316615","13.63","13.53","26.5","13 m -   30 m","1"
"(2020 DB5)","2023-Jun-15 02:04 ± < 00:01","4308869","4308854","9.52","9.51","19.2","380 m -  850 m","2"
"(2023 MA2)","2023-Jun-15 09:00 ± < 00:01","1991572","1960257","9.68","9.66","26.5","13 m -   29 m","0"
"(2023 LL1)","2023-Jun-15 20:52 ± < 00:01","582673","582093","10.67","10.61","28.2","6.2 m -   14 m","0"
"(2023 LM1)","2023-Jun-15 22:50 ± < 00:01","110564","110493","9.19","8.79","28.4","5.4 m -   12 m","1"
"(2023 MB)","2023-Jun-16 06:23 ± < 00:01","5168183","5153985","5.48","5.47","26.0","16 m -   37 m","0"
"(2023 MP)","2023-Jun-16 09:58 ± < 00:01","1717973","1715024","12.62","12.60","25.1","26 m -   58 m","0"
"(2023 MY2)","2023-Jun-16 10:07 ± < 00:01","2020689","2007700","7.51","7.49","27.1","10 m -   23 m","0"
"(2023 LQ1)","2023-Jun-16 15:58 ± < 00:01","1016245","1015657","8.45","8.40","27.0","10 m -   23 m","0"
"(2023 MZ)","2023-Jun-16 20:37 ± < 00:01","4522814","4503845","20.25","20.25","23.6","50 m -  110 m","0"
"(2023 MJ5)","2023-Jun-16 22:40 ±    00:02","5651130","5586737","4.94","4.93","24.1","39 m -   88 m","0"
"(2023 HL)","2023-Jun-17 04:03 ±    00:03","5186790","5185887","1.04","0.96","26.9","11 m -   24 m","0"
"(2023 LV1)","2023-Jun-17 06:26 ± < 00:01","5635794","5627882","16.53","16.52","21.3","140 m -  320 m","1"
"(2023 LE2)","2023-Jun-17 15:33 ± < 00:01","157818","157738","6.83","6.45","30.1","2.6 m -  5.8 m","0"
"(2023 MR3)","2023-Jun-17 21:01 ± < 00:01","3483841","3460005","8.69","8.68","24.6","32 m -   72 m","0"
"(2023 LV)","2023-Jun-18 02:40 ± < 00:01","4550773","4542829","8.01","8.00","25.1","25 m -   56 m","0"
"(2023 LW)","2023-Jun-18 12:12 ± < 00:01","2318256","2311828","16.64","16.63","25.1","25 m -   56 m","0"
"(2016 LK49)","2023-Jun-19 01:02 ± 7_16:54","6656254","364150","19.41","19.40","26.0","17 m -   38 m","0"
"(2023 MB4)","2023-Jun-19 03:31 ± < 00:01","3361135","3353444","7.79","7.77","25.4","22 m -   48 m","0"
"(2023 MK3)","2023-Jun-19 14:27 ± < 00:01","6325327","6265603","8.15","8.14","25.8","18 m -   41 m","0"
"(2023 MB3)","2023-Jun-20 03:13 ± < 00:01","157035","156908","8.95","8.67","30.0","2.7 m -  5.9 m","0"
"(2023 MJ1)","2023-Jun-20 11:23 ±    00:01","6713436","6690040","4.47","4.46","25.9","18 m -   40 m","0"
"(2023 MD4)","2023-Jun-20 18:09 ±    00:02","289754","289225","8.69","8.53","26.8","12 m -   26 m","1"
"(2023 LT1)","2023-Jun-20 23:52 ± < 00:01","686579","685984","10.28","10.22","26.8","11 m -   26 m","0"
"(2023 MD6)","2023-Jun-21 14:42 ± < 00:01","2130534","2111080","11.19","11.17","24.9","28 m -   63 m","0"
"(2023 MO3)","2023-Jun-21 15:40 ± < 00:01","1649250","1644635","14.00","13.99","26.3","15 m -   32 m","0"
"(2023 HF1)","2023-Jun-21 17:10 ± < 00:01","4778910","4778545","4.37","4.35","23.9","44 m -   98 m","0"
"(2023 MW5)","2023-Jun-22 18:37 ±    00:08","818031","814365","7.28","7.21","27.0","10 m -   23 m","0"
"(2023 MQ3)","2023-Jun-22 23:42 ± < 00:01","7207915","7181941","12.75","12.75","25.1","25 m -   56 m","0"
"(2023 MW2)","2023-Jun-23 07:16 ± < 00:01","123724","123662","9.81","9.48","30.0","2.7 m -  6.0 m","0"
"(2023 MQ)","2023-Jun-23 12:24 ± < 00:01","1168646","1167276","8.79","8.75","27.5","8.5 m -   19 m","0"
"(2023 MU)","2023-Jun-23 21:50 ± < 00:01","7070968","6986502","13.97","13.97","24.0","42 m -   94 m","0"
"(2023 ML3)","2023-Jun-24 13:50 ± < 00:01","260454","260154","14.72","14.61","28.4","5.7 m -   13 m","0"
"467336 (2002 LT38)","2023-Jun-24 18:28 ± < 00:01","6657854","6657831","7.15","7.14","20.6","200 m -  450 m","1"
"(2008 LG2)","2023-Jun-24 20:51 ± < 00:01","4026112","4026016","5.61","5.60","25.2","24 m -   54 m","0"
"(2023 MD)","2023-Jun-25 01:45 ± < 00:01","2668390","2666752","4.12","4.08","25.5","21 m -   47 m","0"
"(2023 MO5)","2023-Jun-25 11:48 ± < 00:01","583254","582212","7.81","7.72","27.3","9.3 m -   21 m","0"
"(2023 MF1)","2023-Jun-25 19:23 ± < 00:01","1928023","1917946","17.77","17.76","24.9","28 m -   63 m","0"
"(2023 MU2)","2023-Jun-25 23:19 ± < 00:01","216995","216972","4.52","4.09","29.1","4.1 m -  9.1 m","0"
"(2023 ME1)","2023-Jun-26 04:18 ± < 00:01","4884056","4803385","12.13","12.13","25.5","21 m -   47 m","0"
"(2023 MH4)","2023-Jun-27 00:31 ± < 00:01","1037820","1035564","12.68","12.65","26.8","11 m -   26 m","0"
"(2023 MS2)","2023-Jun-27 06:05 ± < 00:01","3805557","3791984","11.08","11.07","25.0","26 m -   59 m","0"
"(2023 MO2)","2023-Jun-27 18:44 ± < 00:01","5606829","5556919","12.88","12.88","24.6","31 m -   70 m","0"
"(2023 MG4)","2023-Jun-28 07:32 ± < 00:01","4798361","4776494","12.40","12.40","25.1","26 m -   58 m","0"
"(2013 WV44)","2023-Jun-28 09:07 ± < 00:01","3491728","3491701","11.81","11.80","22.9","71 m -  160 m","1"
"(2023 MH6)","2023-Jun-29 03:36 ± < 00:01","669087","667651","10.71","10.66","25.2","24 m -   54 m","1"
"(2023 MN1)","2023-Jun-29 08:54 ± < 00:01","3645664","3631430","14.99","14.98","25.0","27 m -   60 m","0"
"(2023 MR1)","2023-Jun-29 13:59 ± < 00:01","2287016","2278744","12.09","12.08","23.8","46 m -  100 m","1"
"(2023 MX2)","2023-Jun-29 16:02 ± < 00:01","452944","452536","4.30","4.09","28.3","5.8 m -   13 m","0"
"(2022 MM1)","2023-Jun-29 20:12 ± < 00:01","3762121","3762056","9.75","9.74","24.7","31 m -   69 m","0"
"(2023 MZ5)","2023-Jun-30 10:00 ± < 00:01","1012959","1011017","10.81","10.78","26.1","16 m -   36 m","0"
"(2023 LG2)","2023-Jul-01 02:04 ± < 00:01","2184570","2181623","2.76","2.69","25.7","19 m -   42 m","0"
"(2023 MB6)","2023-Jul-01 09:06 ± < 00:01","2333134","2325977","10.94","10.93","24.6","31 m -   70 m","0"
"(2023 MF6)","2023-Jul-02 12:40 ± < 00:01","3337148","3330650","9.52","9.50","23.0","66 m -  150 m","1"
"(2020 NC)","2023-Jul-02 17:31 ± < 00:01","5368938","5368821","7.75","7.74","22.3","92 m -  210 m","1"
"(2023 MT1)","2023-Jul-03 23:25 ± < 00:01","1101943","1100979","5.21","5.14","26.8","12 m -   26 m","0"
"(2023 HO6)","2023-Jul-05 21:59 ± < 00:01","2045808","2045709","7.77","7.74","21.4","140 m -  310 m","2"
"(2023 NK)","2023-Jul-06 04:07 ±    00:08","1484344","1481009","3.21","3.13","27.2","9.7 m -   22 m","0"
"(2023 ME4)","2023-Jul-06 10:00 ± < 00:01","1135095","1134260","10.66","10.63","25.3","23 m -   51 m","1"
"(2023 LH2)","2023-Jul-06 18:19 ± < 00:01","7198963","7188032","7.93","7.92","24.7","31 m -   69 m","0"
"(2019 LH5)","2023-Jul-07 04:11 ± < 00:01","5714140","5714086","21.65","21.65","20.5","210 m -  470 m","1"
"(2018 NW)","2023-Jul-10 05:48 ± 6_03:03","6911472","110199","21.82","21.81","27.8","7.3 m -   16 m","0"
"(2023 LN1)","2023-Jul-10 15:03 ± < 00:01","6860773","6842002","5.79","5.78","23.8","47 m -  100 m","0"
"(2023 MD2)","2023-Jul-11 05:55 ± < 00:01","2141315","2141137","8.43","8.41","24.4","36 m -   80 m","1"
"(2023 NE)","2023-Jul-11 06:30 ± < 00:01","4333510","4325533","11.99","11.98","24.6","32 m -   71 m","0"
"(2023 MQ1)","2023-Jul-11 16:44 ± < 00:01","4120267","4095742","5.98","5.96","24.4","36 m -   80 m","0"
"(2018 UY)","2023-Jul-12 15:58 ± < 00:01","2849077","2848998","16.38","16.37","20.8","180 m -  410 m","2"
"(2023 MG6)","2023-Jul-16 21:38 ±    00:36","3635722","3573508","12.37","12.36","20.5","220 m -  480 m","2"
"(2020 UQ3)","2023-Jul-18 15:32 ± < 00:01","1215958","1215938","9.27","9.24","23.9","45 m -  100 m","1"
"(2022 GX2)","2023-Jul-20 05:56 ±    03:58","4575960","4448863","9.39","9.38","29.3","3.6 m -  8.1 m","0"
"(2020 OM)","2023-Jul-20 17:17 ± 1_22:09","3244856","3057689","9.48","9.47","27.0","11 m -   24 m","0"
"(2023 MX5)","2023-Jul-21 14:57 ±    00:06","4566727","4529687","11.82","11.82","23.8","47 m -  110 m","0"
"(2023 MM3)","2023-Jul-22 14:58 ± < 00:01","7316862","7309099","6.38","6.37","24.5","34 m -   75 m","0"
"(2015 MA54)","2023-Jul-24 10:30 ± 9_18:54","6374253","6282418","9.20","9.20","25.3","23 m -   52 m","0"
"(2023 NM)","2023-Jul-25 21:47 ±    12:46","543644","537454","0.93","-NaN","29.6","3.2 m -  7.1 m","0"
"(2018 BG5)","2023-Jul-27 17:46 ± 2_09:14","4115795","4008666","8.35","8.34","24.0","42 m -   94 m","0"
"(2020 PP1)","2023-Jul-29 18:08 ± < 00:01","6526546","6526525","4.07","4.05","26.6","12 m -   28 m","0"
"(2021 BD3)","2023-Jul-30 14:38 ±    09:51","5355669","4324843","8.50","8.49","25.7","19 m -   42 m","0"
"(2016 AW65)","2023-Jul-31 19:29 ±    09:38","6373940","5157224","5.71","5.70","24.1","40 m -   90 m","0"
"(2020 PN1)","2023-Aug-03 13:02 ± < 00:01","4152623","4152609","4.84","4.82","25.4","22 m -   48 m","0"
"620082 (2014 QL433)","2023-Aug-04 10:05 ± < 00:01","5348761","5348675","20.62","20.62","19.9","280 m -  630 m","1"
"(2004 KG1)","2023-Aug-06 22:31 ± 1_10:53","7161914","5364398","9.19","9.18","24.1","40 m -   90 m","0"
"(2022 BS2)","2023-Aug-11 20:11 ±    05:05","6632441","6255898","8.22","8.21","25.4","23 m -   51 m","0"
"(2022 CP1)","2023-Aug-17 07:27 ±    02:25","5270434","5041762","9.82","9.81","27.4","9.0 m -   20 m","0"
"(2011 QJ21)","2023-Aug-19 09:40 ± 5_07:17","4961411","4817842","15.05","15.05","24.5","33 m -   75 m","0"
"6037 (1988 EG)","2023-Aug-23 08:19 ± < 00:01","6081504","6081467","14.25","14.25","19.0","420 m -  940 m","2"
"(2012 PZ17)","2023-Aug-30 21:46 ± 2_22:04","6432708","5559291","3.58","3.56","26.7","12 m -   27 m","0"
"(2017 BY32)","2023-Sep-02 01:50 ± 3_05:16","6293685","5313847","3.46","3.44","26.3","15 m -   33 m","0"
"(2021 JA5)","2023-Sep-06 21:32 ± 7_13:03","5108308","5069073","10.85","10.85","26.4","14 m -   31 m","0"
"(2020 GE)","2023-Sep-08 12:56 ±    00:13","5724277","5723578","1.45","1.40","28.2","6.2 m -   14 m","0"
"(2020 RT2)","2023-Sep-12 06:29 ± 1_07:53","4209910","1929057","10.03","10.02","28.2","6.0 m -   13 m","0"
"(2016 LY48)","2023-Sep-16 08:31 ± < 00:01","1926153","1926037","10.83","10.81","22.8","75 m -  170 m","1"
"(2010 TE)","2023-Sep-16 20:31 ± 3_01:18","2585423","2502027","5.96","5.93","26.0","17 m -   38 m","0"
"(2019 SF6)","2023-Sep-26 18:54 ± < 00:01","6402289","6402174","8.61","8.61","26.2","15 m -   34 m","0"
"(2013 TG6)","2023-Sep-28 21:33 ±    16:34","1366197","1338697","4.15","4.08","26.6","13 m -   28 m","0"
"(2009 UG)","2023-Sep-30 13:26 ± < 00:01","2349189","2349144","9.00","8.99","23.3","58 m -  130 m","1"
"(2023 NM)","2023-Oct-03 13:14 ± 1_10:36","298820","270568","1.46","-NaN","29.6","3.2 m -  7.1 m","0"
"349507 (2008 QY)","2023-Oct-03 20:39 ± < 00:01","6324888","6324810","20.96","20.96","18.6","520 m -  1.2 km","2"
"(2022 TD)","2023-Oct-07 00:17 ±    00:33","3416124","3278893","9.40","9.39","27.8","7.4 m -   17 m","0"
"(2018 ER1)","2023-Oct-08 14:00 ±    00:42","4794135","4734060","5.29","5.28","25.6","20 m -   45 m","0"
"(2022 UX1)","2023-Oct-11 13:53 ±    04:47","1198605","736517","8.58","8.54","28.0","6.7 m -   15 m","0"
"(2015 KW120)","2023-Oct-12 02:52 ±    00:55","6971552","6958581","13.04","13.03","26.0","17 m -   38 m","0"
"(2021 NT14)","2023-Oct-13 17:10 ± < 00:01","7126363","7126284","8.58","8.57","20.8","190 m -  420 m","1"
"(2011 GA)","2023-Oct-15 07:09 ± < 00:01","2607851","2605855","16.59","16.59","20.9","170 m -  390 m","2"
"(2007 SQ6)","2023-Oct-15 23:26 ± < 00:01","7414680","7414226","6.45","6.45","22.1","100 m -  220 m","0"
"(2019 UZ3)","2023-Oct-16 13:53 ± 7_11:48","3674854","2690376","8.31","8.30","27.0","11 m -   24 m","0"
"(1998 HH49)","2023-Oct-17 00:33 ± < 00:01","1173407","1172935","14.79","14.76","21.3","140 m -  320 m","2"
"(2022 UO10)","2023-Oct-19 00:38 ±    02:42","2968401","2657165","9.77","9.75","26.8","12 m -   26 m","0"
"(2020 UR)","2023-Oct-20 03:58 ± 5_17:43","2230663","1362641","12.91","12.90","27.9","7.0 m -   16 m","0"
"(2020 FM6)","2023-Oct-23 14:45 ±    10:46","5922445","4769518","15.86","15.86","21.9","110 m -  250 m","1"
"(2019 HH4)","2023-Oct-24 10:46 ± < 00:01","5079918","5079688","20.02","20.01","20.0","270 m -  590 m","1"
"(2021 SZ4)","2023-Oct-26 05:59 ±    00:47","5349020","5346392","29.96","29.95","20.5","220 m -  480 m","1"
"302169 (2001 TD45)","2023-Oct-26 23:00 ± < 00:01","4874499","4874458","25.68","25.68","19.9","280 m -  630 m","1"
"525229 (2004 UU1)","2023-Oct-30 10:41 ± < 00:01","4076983","4076951","17.43","17.42","21.3","150 m -  330 m","1"
"(2013 UV3)","2023-Nov-01 11:12 ± 8_20:54","5622919","215298","15.43","15.43","26.8","12 m -   26 m","0"
"(2016 WY)","2023-Nov-02 10:58 ± 1_01:57","3478017","2870404","3.94","3.91","29.2","3.8 m -  8.6 m","0"
"363505 (2003 UC20)","2023-Nov-02 15:49 ± < 00:01","5252523","5252494","7.97","7.96","18.5","1.876±0.037 km","2"
"(2022 JF)","2023-Nov-03 05:38 ±    11:03","5807351","3541580","17.15","17.15","24.8","30 m -   66 m","0"
"(2016 VW2)","2023-Nov-03 22:53 ± 7_08:46","3862131","3662337","8.10","8.09","26.3","15 m -   33 m","0"
"(2019 UH7)","2023-Nov-04 00:29 ± < 00:01","3808112","3807883","5.94","5.92","27.5","8.6 m -   19 m","0"
"(2014 BA3)","2023-Nov-13 15:24 ± 1_11:30","6006201","5678927","2.72","2.69","28.2","6.1 m -   14 m","0"
"(2021 TN3)","2023-Nov-15 22:03 ± < 00:01","6526584","6526419","6.26","6.25","25.3","23 m -   52 m","0"
"(2019 VL5)","2023-Nov-16 01:20 ± < 00:01","3269996","3269943","8.22","8.21","25.8","18 m -   41 m","0"
"(2019 LB1)","2023-Nov-18 18:40 ±    06:19","6033062","6012450","4.16","4.15","27.0","11 m -   24 m","0"
"(2016 DK1)","2023-Nov-19 06:11 ± 9_17:29","2022611","1946051","6.75","6.72","27.5","8.4 m -   19 m","0"
"(2022 VR1)","2023-Nov-19 18:09 ± < 00:01","3106211","3104382","6.08","6.06","24.8","29 m -   65 m","0"
"(2019 UT6)","2023-Nov-24 07:46 ± < 00:01","3462459","3462400","13.20","13.20","22.0","110 m -  240 m","1"
"(2019 CZ2)","2023-Nov-25 19:49 ± 6_10:07","1072024","838812","5.83","5.77","24.6","32 m -   71 m","1"
"(2013 UB3)","2023-Nov-27 23:22 ± < 00:01","7090414","7090069","5.41","5.40","25.8","18 m -   41 m","0"
"(1998 WB2)","2023-Dec-03 12:28 ± < 00:01","4211400","4211228","14.21","14.20","21.9","0.150±0.007 km","1"
"(2013 VX4)","2023-Dec-04 16:38 ± < 00:01","1957558","1957518","6.58","6.55","23.9","44 m -   99 m","1"
"139622 (2001 QQ142)","2023-Dec-06 21:00 ± < 00:01","5526874","5526719","6.66","6.65","18.5","530 m -  1.2 km","2"
"(2020 HX3)","2023-Dec-10 09:29 ±    09:47","3763385","2320428","15.73","15.72","27.2","9.7 m -   22 m","0"
"(2010 XF3)","2023-Dec-11 17:15 ± 2_21:47","7428575","6768281","3.97","3.96","24.4","35 m -   78 m","0"
"(2016 XD2)","2023-Dec-19 20:37 ± 4_18:16","7153902","6686867","6.86","6.85","23.9","44 m -   99 m","0"
"341843 (2008 EV5)","2023-Dec-20 06:52 ± < 00:01","6321330","6319907","5.35","5.33","20.1","0.40±.050 km","1"
"(2018 YJ2)","2023-Dec-21 10:59 ± < 00:01","7027906","7027876","13.06","13.05","21.8","120 m -  260 m","1"
"(2022 YG)","2023-Dec-22 22:35 ±    00:31","4123918","3984829","5.13","5.11","26.6","13 m -   28 m","0"
"(2020 YO3)","2023-Dec-23 20:28 ± 5_03:44","1363898","198073","16.62","16.61","24.7","31 m -   70 m","1"
"(2010 UE51)","2023-Dec-24 13:37 ±    00:54","3428454","3410726","1.31","1.22","28.3","5.8 m -   13 m","0"
"(2020 YR2)","2023-Dec-25 12:16 ± 1_02:07","5283716","3855532","8.03","8.02","28.3","5.8 m -   13 m","0"
"(2021 AM6)","2023-Dec-31 17:26 ±    10:03","7004002","5777948","6.65","6.64","26.6","13 m -   28 m","0"
"(2019 KK5)","2024-Jan-03 01:09 ± 6_02:33","4067001","3702420","20.92","20.92","22.8","73 m -  160 m","1"
"(2002 AY1)","2024-Jan-08 18:11 ± < 00:01","5803049","5802380","17.34","17.34","20.9","170 m -  390 m","1"
"(2020 AC1)","2024-Jan-11 11:29 ± 2_10:06","7388567","6294257","5.32","5.31","28.4","5.6 m -   12 m","0"
"(2021 CZ2)","2024-Jan-16 23:30 ±    02:12","3069824","367021","14.34","14.33","22.5","84 m -  190 m","1"
"(2021 BL3)","2024-Jan-23 14:40 ± 4_00:19","6597085","2947064","23.39","23.39","24.7","30 m -   68 m","0"
"(2017 BG92)","2024-Jan-25 05:14 ± 2_07:39","4502103","2114135","6.29","6.27","28.7","4.8 m -   11 m","0"
"(2011 CQ1)","2024-Jan-26 05:13 ± 1_18:45","4328877","3784142","4.62","4.60","32.1","1.0 m -  2.3 m","0"
"(2007 EG)","2024-Jan-30 18:32 ± 5_13:32","6114367","4821972","8.59","8.58","24.6","32 m -   71 m","0"
"(2008 OS7)","2024-Feb-02 14:41 ± < 00:01","2854133","2853183","18.17","18.16","20.4","220 m -  490 m","2"
"(2019 CC5)","2024-Feb-04 12:01 ±    18:40","7023594","5837090","15.02","15.02","22.0","110 m -  240 m","1"
"(2020 DK)","2024-Feb-12 13:49 ± 3_12:28","3409279","1408387","9.87","9.86","26.1","16 m -   36 m","0"
"(2019 DA1)","2024-Mar-03 20:07 ± 8_07:14","5607455","121904","13.38","13.38","26.0","17 m -   38 m","0"
"(2015 FM34)","2024-Mar-12 02:35 ± < 00:01","7423872","7423824","11.07","11.06","22.5","84 m -  190 m","0"
"(2020 FU)","2024-Mar-15 21:29 ± 2_19:21","5698090","4664668","15.49","15.48","26.4","14 m -   31 m","0"
"(2020 FD)","2024-Mar-18 19:11 ±    16:34","1737599","13599","15.08","15.07","27.7","7.8 m -   17 m","0"
"(2019 CJ)","2024-Mar-24 16:45 ± 6_00:16","4760468","4449779","4.36","4.34","25.5","21 m -   47 m","0"
"(2021 CF6)","2024-Mar-25 05:48 ±    03:40","5561872","5516227","8.30","8.29","23.8","47 m -  100 m","0"
"(2015 MB54)","2024-Mar-30 01:59 ± < 00:01","4464973","4464948","3.83","3.81","24.1","41 m -   92 m","0"
"(2023 GC2)","2024-Apr-04 00:35 ±    02:10","3349385","2293460","5.68","5.66","27.3","9.1 m -   20 m","0"
"(2005 FG)","2024-Apr-08 13:02 ± < 00:01","7051950","7051817","5.54","5.53","23.9","44 m -   99 m","0"
"(2020 BP13)","2024-Apr-09 02:32 ± < 00:01","5813613","5813541","6.80","6.79","21.2","150 m -  340 m","1"
"(2021 GQ5)","2024-Apr-13 04:00 ±    05:25","3373694","2811093","7.46","7.44","28.5","5.3 m -   12 m","0"
"(2023 FN13)","2024-Apr-14 10:56 ± < 00:01","1272862","1268768","4.90","4.84","27.2","9.6 m -   21 m","0"
"(2022 UO1)","2024-Apr-14 17:02 ± 1_20:56","6403750","3912107","14.04","14.04","25.2","24 m -   54 m","0"
"517681 (2015 DE198)","2024-Apr-15 14:08 ± < 00:01","7029317","7029256","14.18","14.18","18.9","440 m -  980 m","1"
"439437 (2013 NK4)","2024-Apr-15 14:50 ± < 00:01","3256689","3256572","16.49","16.48","18.8","470 m -  1.0 km","2"
"(2023 HU3)","2024-Apr-18 21:02 ±    09:42","6103596","3893813","19.11","19.10","25.1","25 m -   57 m","0"
"(2021 JW2)","2024-Apr-19 08:53 ± 2_00:28","623093","403824","5.09","4.96","27.6","7.9 m -   18 m","0"
"(2017 SA20)","2024-Apr-19 09:48 ± 1_11:12","1464211","12955","6.19","6.15","28.3","5.8 m -   13 m","0"
"(2021 VH2)","2024-Apr-25 09:03 ±    00:01","3564813","3564506","2.69","2.65","28.8","4.6 m -   10 m","0"
"(2021 GD3)","2024-Apr-30 15:47 ± 7_03:04","4381821","2806697","3.53","3.51","27.0","11 m -   24 m","0"
"(2022 TN1)","2024-Apr-30 23:53 ±    01:51","7127150","7017181","17.74","17.73","20.4","220 m -  490 m","1"
"(2022 AA5)","2024-May-02 23:52 ± 2_20:14","4600493","1947533","8.91","8.91","23.6","50 m -  110 m","0"
"(2021 JG9)","2024-May-10 11:13 ± 4_09:16","6490931","110108","16.13","16.12","25.2","24 m -   54 m","0"
"(2015 KJ19)","2024-May-14 02:43 ± < 00:01","6042618","6042557","23.10","23.10","22.5","84 m -  190 m","1"
"(2014 WF6)","2024-May-14 09:43 ± < 00:01","2739941","2739318","18.92","18.91","24.4","35 m -   78 m","0"
"(2021 JN10)","2024-May-14 17:52 ± 1_07:38","6710467","4027456","13.21","13.20","25.2","25 m -   55 m","0"
"(2021 JJ)","2024-May-15 02:09 ± 1_00:55","6570119","6291815","5.80","5.79","25.5","21 m -   47 m","0"
"(2022 WN2)","2024-May-17 08:36 ±    00:16","5245950","5183557","5.47","5.46","28.9","4.3 m -  9.7 m","0"
"(2019 VB5)","2024-May-21 23:11 ±    04:18","2983863","2235446","6.34","6.32","31.7","1.2 m -  2.7 m","0"
"(2008 LD)","2024-May-28 08:19 ± 2_03:28","2941351","765682","4.46","4.43","28.9","4.4 m -  9.9 m","0"
"(2021 LV)","2024-May-29 01:23 ± 1_17:19","4608600","200868","15.55","15.54","27.9","6.9 m -   15 m","0"
"(1998 KY26)","2024-Jun-01 16:03 ±    00:01","4589631","4588966","5.26","5.24","25.6","0.03 km","0"
"(2008 YN2)","2024-Jun-05 17:47 ± 4_09:55","4018014","1996733","7.70","7.68","26.3","15 m -   33 m","0"
"(2021 LW3)","2024-Jun-06 21:15 ±    03:33","3711758","3007928","9.84","9.83","23.1","64 m -  140 m","1"
"(2022 XC1)","2024-Jun-12 07:44 ±    07:58","6319484","5586993","6.48","6.47","26.2","15 m -   34 m","0"
"(2019 NJ)","2024-Jun-27 18:24 ± 6_06:20","6605526","3695833","10.11","10.10","23.7","49 m -  110 m","0"
